понимать,0,0.8753
помнить,0,0.8747
ждать,0,0.8740
найти,0,0.8733
потерять,0,0.8727
открыть,0,0.8720
закрыть,0,0.8713
купить,0,0.8707
принести,0,0.8700
показать,0,0.8693
спросить,0,0.8687
ответить,0,0.8680
сказать,0,0.8673
рассказать,0,0.8667
слышать,0,0.8660
чувствовать,0,0.8653
обнять,0,0.8647
поцеловать,0,0.8640
улыбаться,0,0.8633
бояться,0,0.8627
радоваться,0,0.8620
огорчаться,0,0.8613
злиться,0,0.8607
прощать,0,0.8600
просить,0,0.8593
хвалить,0,0.8580
ругать,0,0.8573
кормить,0,0.8567
гулять,0,0.8560
петь,0,0.8553
рисовать,0,0.8547
прыгать,0,0.8540
бросать,0,0.8533
ловить,0,0.8527
строить,0,0.8520
ломать,0,0.8513
мыть,0,0.8507
одевать,0,0.8500
снимать,0,0.8493
нести,0,0.8487
тащить,0,0.8480
толкать,0,0.8473
тянуть,0,0.8467
садиться,0,0.8460
вставать,0,0.8453
ложиться,0,0.8447
просыпаться,0,0.8440
умываться,0,0.8433
чистить,0,0.8427
угощать,0,0.8413
делиться,0,0.8407
помирить,0,0.8400
мириться,0,0.8393
пойти,0,0.8380
приехать,0,0.8367
уехать,0,0.8360
прилететь,0,0.8353
улететь,0,0.8347
ехать,0,0.8340
лететь,0,0.8333
плыть,0,0.8327
ползти,0,0.8320
прыгнуть,0,0.8313
упасть,0,0.8307
встать,0,0.8300
сесть,0,0.8293
лечь,0,0.8287
стать,0,0.8280
остаться,0,0.8273
выйти,0,0.8260
войти,0,0.8253
вернуться,0,0.8247
добраться,0,0.8240
друг,1,0.8233
подруга,1,0.8227
лес,1,0.8220
река,1,0.8213
море,1,0.8207
небо,1,0.8200
солнце,1,0.8193
луна,1,0.8187
звезда,1,0.8180
дерево,1,0.8173
цветок,1,0.8167
трава,1,0.8160
гора,1,0.8153
поле,1,0.8147
облако,1,0.8140
дождь,1,0.8133
снег,1,0.8127
ветер,1,0.8120
радуга,1,0.8113
птица,1,0.8107
рыба,1,0.8100
заяц,1,0.8093
лиса,1,0.8087
волк,1,0.8080
медведь,1,0.8073
лошадь,1,0.8067
корова,1,0.8060
свинья,1,0.8053
овца,1,0.8047
коза,1,0.8040
курица,1,0.8033
утка,1,0.8027
гусь,1,0.8020
слон,1,0.8013
тигр,1,0.8007
лев,1,0.8000
обезьяна,1,0.7993
черепаха,1,0.7987
ёжик,1,0.7980
белка,1,0.7973
мышь,1,0.7967
лягушка,1,0.7960
бабочка,1,0.7953
пчела,1,0.7947
паук,1,0.7940
жук,1,0.7933
червяк,1,0.7927
дружба,1,0.7920
радость,1,0.7913
грусть,1,0.7907
смех,1,0.7900
слёзы,1,0.7893
добро,1,0.7887
зло,1,0.7880
помощь,1,0.7873
забота,1,0.7867
ласка,1,0.7860
привет,1,0.7853
пока,1,0.7847
спасибо,1,0.7840
пожалуйста,1,0.7833
извини,1,0.7827
молодец,1,0.7820
умница,1,0.7813
храбрый,1,0.7807
трусливый,1,0.7800
умный,1,0.7793
честный,1,0.7773
жадный,1,0.7767
щедрый,1,0.7760
ленивый,1,0.7753
трудолюбивый,1,0.7747
высокий,1,0.7740
низкий,1,0.7733
толстый,1,0.7727
тонкий,1,0.7720
широкий,1,0.7713
узкий,1,0.7707
тёплый,1,0.7700
холодный,1,0.7693
яркий,1,0.7687
тёмный,1,0.7680
мягкий,1,0.7673
твёрдый,1,0.7667
гладкий,1,0.7660
острый,1,0.7653
тяжёлый,1,0.7647
лёгкий,1,0.7640
сладкий,1,0.7633
горький,1,0.7627
кислый,1,0.7620
солёный,1,0.7613
вкусный,1,0.7607
голодный,1,0.7600
сытый,1,0.7593
сонный,1,0.7587
усталый,1,0.7580
здоровый,1,0.7573
больной,1,0.7567
улица,1,0.7560
двор,1,0.7553
парк,1,0.7547
сад,1,0.7540
огород,1,0.7533
магазин,1,0.7527
школа,1,0.7520
больница,1,0.7507
аптека,1,0.7500
библиотека,1,0.7493
кино,1,0.7487
цирк,1,0.7480
зоопарк,1,0.7473
качели,1,0.7467
горка,1,0.7460
песочница,1,0.7453
велосипед,1,0.7447
самокат,1,0.7440
машина,1,0.7433
автобус,1,0.7427
поезд,1,0.7420
самолёт,1,0.7413
корабль,1,0.7407
лодка,1,0.7400
ракета,1,0.7393
карандаш,1,0.7387
краски,1,0.7380
бумага,1,0.7373
игрушка,1,0.7367
кукла,1,0.7360
машинка,1,0.7353
конструктор,1,0.7347
пазл,1,0.7340
мороженое,1,0.7333
конфета,1,0.7327
торт,1,0.7320
печенье,1,0.7313
суп,1,0.7307
каша,1,0.7300
пирог,1,0.7293
варенье,1,0.7287
овощи,1,0.7280
фрукты,1,0.7273
морковь,1,0.7267
капуста,1,0.7260
картошка,1,0.7253
помидор,1,0.7247
огурец,1,0.7240
горох,1,0.7233
банан,1,0.7227
апельсин,1,0.7220
груша,1,0.7213
вишня,1,0.7207
клубника,1,0.7200
малина,1,0.7193
тарелка,1,0.7187
кружка,1,0.7180
ложка,1,0.7173
вилка,1,0.7167
нож,1,0.7160
кастрюля,1,0.7153
шкаф,1,0.7147
кровать,1,0.7140
подушка,1,0.7133
одеяло,1,0.7127
лампа,1,0.7120
ванна,1,0.7113
мыло,1,0.7107
полотенце,1,0.7100
платье,1,0.7087
рубашка,1,0.7080
штаны,1,0.7073
куртка,1,0.7067
шапка,1,0.7060
перчатки,1,0.7053
ботинки,1,0.7047
носки,1,0.7040
шарф,1,0.7033
приключение,2,0.7020
путешествие,2,0.7013
история,2,0.7007
сказка,2,0.7000
мечта,2,0.6993
надежда,2,0.6987
страх,2,0.6980
смелость,2,0.6973
сила,2,0.6967
слабость,2,0.6960
победа,2,0.6953
поражение,2,0.6947
тайна,2,0.6940
загадка,2,0.6933
чудо,2,0.6927
волшебство,2,0.6920
опасность,2,0.6913
спасение,2,0.6907
награда,2,0.6900
испытание,2,0.6893
герой,2,0.6887
злодей,2,0.6880
принцесса,2,0.6873
принц,2,0.6867
рыцарь,2,0.6860
дракон,2,0.6853
гном,2,0.6847
эльф,2,0.6840
фея,2,0.6833
волшебник,2,0.6827
замок,2,0.6820
башня,2,0.6813
мост,2,0.6807
пещера,2,0.6800
водопад,2,0.6787
поляна,2,0.6780
берег,2,0.6773
остров,2,0.6767
сокровище,2,0.6760
карта,2,0.6753
компас,2,0.6747
факел,2,0.6740
меч,2,0.6733
щит,2,0.6727
лук,2,0.6720
стрела,2,0.6713
исследовать,2,0.6707
путешествовать,2,0.6700
создавать,2,0.6693
придумывать,2,0.6687
преодолевать,2,0.6680
побеждать,2,0.6673
защищать,2,0.6667
спасать,2,0.6660
рисковать,2,0.6653
стараться,2,0.6647
заботиться,2,0.6627
поддерживать,2,0.6613
верить,2,0.6607
надеяться,2,0.6600
мечтать,2,0.6593
решиться,2,0.6587
осмелиться,2,0.6580
справедливый,2,0.6567
внимательный,2,0.6560
заботливый,2,0.6553
терпеливый,2,0.6547
любопытный,2,0.6540
смелый,2,0.6533
отважный,2,0.6527
великодушный,2,0.6520
милосердный,2,0.6513
верный,2,0.6507
преданный,2,0.6500
надёжный,2,0.6493
искренний,2,0.6487
воображение,2,0.6480
фантазия,2,0.6473
творчество,2,0.6467
изобретение,2,0.6460
открытие,2,0.6453
наука,2,0.6447
природа,2,0.6440
животные,2,0.6433
растения,2,0.6427
планета,2,0.6420
вселенная,2,0.6413
пространство,2,0.6407
движение,2,0.6400
скорость,2,0.6393
температура,2,0.6380
свет,2,0.6373
звук,2,0.6367
запах,2,0.6360
вкус,2,0.6353
коллекция,2,0.6347
команда,2,0.6340
соревнование,2,0.6333
игра,2,0.6327
правила,2,0.6320
честность,2,0.6313
уважение,2,0.6307
терпение,2,0.6300
внимание,2,0.6293
настроение,2,0.6287
характер,2,0.6280
привычка,2,0.6273
способность,2,0.6267
талант,2,0.6260
умение,2,0.6253
навык,2,0.6247
знание,2,0.6240
опыт,2,0.6233
понимание,2,0.6227
память,2,0.6220
воля,2,0.6207
желание,2,0.6200
цель,2,0.6187
план,2,0.6180
решение,2,0.6173
выбор,2,0.6167
возможность,2,0.6160
усилие,2,0.6153
результат,2,0.6147
успех,2,0.6140
неудача,2,0.6133
попытка,2,0.6127
шанс,2,0.6120
удача,2,0.6113
везение,2,0.6107
судьба,2,0.6100
будущее,2,0.6093
прошлое,2,0.6087
настоящее,2,0.6080
изменение,2,0.6073
развитие,2,0.6067
рост,2,0.6060
прогресс,2,0.6053
польза,2,0.6047
вред,2,0.6040
причина,2,0.6027
следствие,2,0.6020
связь,2,0.6013
открывать,3,0.6007
преодолевать,3,0.6000
достигать,3,0.5993
стремиться,3,0.5987
развиваться,3,0.5980
изменяться,3,0.5973
принимать,3,0.5967
анализировать,3,0.5960
сравнивать,3,0.5953
оценивать,3,0.5947
рассуждать,3,0.5933
доказывать,3,0.5927
объяснять,3,0.5920
описывать,3,0.5913
предлагать,3,0.5907
выбирать,3,0.5900
решать,3,0.5893
планировать,3,0.5887
организовывать,3,0.5880
улучшать,3,0.5867
совершенствовать,3,0.5860
преобразовывать,3,0.5853
воплощать,3,0.5847
достижение,3,0.5840
стремление,3,0.5833
целеустремлённость,3,0.5827
настойчивость,3,0.5820
упорство,3,0.5813
трудолюбие,3,0.5807
дисциплина,3,0.5800
самостоятельность,3,0.5793
ответственность,3,0.5787
добросовестность,3,0.5780
инициатива,3,0.5773
решительность,3,0.5760
уверенность,3,0.5753
лидерство,3,0.5747
сотрудничество,3,0.5740
взаимопомощь,3,0.5733
солидарность,3,0.5727
коллектив,3,0.5720
общество,3,0.5713
традиции,3,0.5707
культура,3,0.5700
ценности,3,0.5693
принципы,3,0.5687
убеждения,3,0.5680
мировоззрение,3,0.5673
нравственность,3,0.5667
мораль,3,0.5660
совесть,3,0.5653
справедливость,3,0.5647
порядочность,3,0.5633
благородство,3,0.5627
великодушие,3,0.5620
сострадание,3,0.5613
эмпатия,3,0.5607
сочувствие,3,0.5600
поддержка,3,0.5593
вдохновение,3,0.5587
мотивация,3,0.5580
энтузиазм,3,0.5573
энергия,3,0.5567
активность,3,0.5560
инициативность,3,0.5553
аналитический,3,0.5540
критический,3,0.5533
логический,3,0.5527
системный,3,0.5520
стратегический,3,0.5513
исследовательский,3,0.5507
экспериментальный,3,0.5500
познавательный,3,0.5493
образовательный,3,0.5487
воспитательный,3,0.5480
развивающий,3,0.5473
формирующий,3,0.5467
закономерность,3,0.5460
взаимодействие,3,0.5453
взаимозависимость,3,0.5447
взаимовлияние,3,0.5440
сотрудничать,3,0.5433
договариваться,3,0.5427
компромисс,3,0.5420
переговоры,3,0.5413
конфликт,3,0.5407
разрешение,3,0.5400
медиация,3,0.5393
диалог,3,0.5387
дискуссия,3,0.5380
аргумент,3,0.5373
контраргумент,3,0.5367
вывод,3,0.5360
заключение,3,0.5353
обобщение,3,0.5347
систематизация,3,0.5340
классификация,3,0.5333
категоризация,3,0.5327
характеристика,3,0.5320
описание,3,0.5313
определение,3,0.5307
понятие,3,0.5300
концепция,3,0.5293
теория,3,0.5287
гипотеза,3,0.5280
предположение,3,0.5273
подтверждение,3,0.5267
опровержение,3,0.5260
доказательство,3,0.5253
факт,3,0.5247
свидетельство,3,0.5240
источник,3,0.5233
информация,3,0.5227
данные,3,0.5220
статистика,3,0.5213
анализ,3,0.5207
синтез,3,0.5200
оценка,3,0.5193
рефлексия,3,0.5187
саморефлексия,3,0.5180
критерий,3,0.5173
показатель,3,0.5167
параметр,3,0.5160
индикатор,3,0.5153
измерение,3,0.5147
наблюдение,3,0.5140
эксперимент,3,0.5133
исследование,3,0.5127
изобретение,3,0.5113
инновация,3,0.5107
технология,3,0.5100
ответственность,4,0.5093
настойчивость,4,0.5087
достижение,4,0.5080
последствие,4,0.5073
преобразование,4,0.5067
вклад,4,0.5060
обязательство,4,0.5053
обязанность,4,0.5047
долг,4,0.5040
честь,4,0.5033
достоинство,4,0.5027
самоуважение,4,0.5020
самосовершенствование,4,0.5013
самореализация,4,0.5007
саморазвитие,4,0.5000
самодисциплина,4,0.4993
самоконтроль,4,0.4987
самооценка,4,0.4980
самоанализ,4,0.4973
самопознание,4,0.4967
мировосприятие,4,0.4960
мироощущение,4,0.4953
миропонимание,4,0.4947
индивидуальность,4,0.4940
уникальность,4,0.4933
неповторимость,4,0.4927
идентичность,4,0.4920
самоидентификация,4,0.4913
принадлежность,4,0.4907
гражданственность,4,0.4900
патриотизм,4,0.4893
гуманизм,4,0.4887
альтруизм,4,0.4880
филантропия,4,0.4873
толерантность,4,0.4867
терпимость,4,0.4860
принятие,4,0.4853
разнообразие,4,0.4847
инклюзивность,4,0.4840
равноправие,4,0.4833
справедливость,4,0.4827
нравственный,4,0.4820
этический,4,0.4813
моральный,4,0.4807
духовный,4,0.4800
интеллектуальный,4,0.4793
эмоциональный,4,0.4787
социальный,4,0.4780
культурный,4,0.4773
образованный,4,0.4767
компетентный,4,0.4760
профессиональный,4,0.4753
квалифицированный,4,0.4747
опытный,4,0.4740
мудрый,4,0.4733
зрелый,4,0.4727
осознанный,4,0.4720
многогранный,4,0.4700
всесторонний,4,0.4693
гармоничный,4,0.4687
целостный,4,0.4680
совокупность,4,0.4673
противоречие,4,0.4667
парадокс,4,0.4653
феномен,4,0.4647
категория,4,0.4640
абстракция,4,0.4633
концептуализация,4,0.4627
интеграция,4,0.4613
трансформация,4,0.4607
эволюция,4,0.4600
революция,4,0.4593
реформа,4,0.4587
модернизация,4,0.4580
оптимизация,4,0.4573
эффективность,4,0.4567
результативность,4,0.4560
производительность,4,0.4553
устойчивость,4,0.4547
надёжность,4,0.4540
безопасность,4,0.4533
защищённость,4,0.4527
благополучие,4,0.4520
процветание,4,0.4513
цивилизация,4,0.4500
наследие,4,0.4493
традиция,4,0.4487
преемственность,4,0.4480
летопись,4,0.4460
документация,4,0.4453
архив,4,0.4447
аргументация,4,0.4427
обоснование,4,0.4420
логика,4,0.4413
методология,4,0.4407
подход,4,0.4400
стратегия,4,0.4393
тактика,4,0.4387
алгоритм,4,0.4380
последовательность,4,0.4373
структура,4,0.4367
система,4,0.4360
механизм,4,0.4353
принцип,4,0.4347
закон,4,0.4340
правило,4,0.4333
норма,4,0.4327
стандарт,4,0.4320
критерий,4,0.4313
показатель,4,0.4307
